0.0, 0.17651833626693597
0.01, 0.17634177333741574
0.02, 0.176166592325797
0.03, 0.17599282706980912
0.04, 0.17582051010315308
0.05, 0.17564967263644654
0.06, 0.17548034454099287
0.07, 0.17531255433534298
0.08, 0.17514632917460768
0.09, 0.17498169484247597
0.1, 0.1748186757458793
0.11, 0.17465729491224263
0.12, 0.1744975739892512
0.13, 0.17433953324705895
0.14, 0.17418319158285825
0.15, 0.17402856652772491
0.16, 0.17387567425565104
0.17, 0.17372452959467155
0.18, 0.17357514603998794
0.19, 0.173427535768993
0.2, 0.1732817096580918
0.21, 0.17313767730122168
0.22, 0.17299544702996283
0.23, 0.17285502593513918
0.24, 0.17271641988980324
0.25, 0.17257963357350228
0.26, 0.17244467049772086
0.27, 0.17231153303239846
0.28, 0.1721802224334215
0.29, 0.1720507388709882
0.3, 0.17192308145875151
0.31, 0.17179724828364204
0.32, 0.17167323643628063
0.33, 0.17155104204188792
0.34, 0.17143066029160592
0.35, 0.1713120854741451
0.36, 0.171195311007677
0.37, 0.17108032947189356
0.38, 0.17096713264016025
0.39, 0.17085571151168902
0.4, 0.1707460563436668
0.41, 0.1706381566832726
0.42, 0.17053200139952387
0.43, 0.1704275787148963
0.44, 0.17032487623666062
0.45, 0.1702238809878901
0.46, 0.1701245794380899
0.47, 0.17002695753340544
0.48, 0.1699310007263719
0.49, 0.16983669400516688
0.5, 0.1697440219223335
0.51, 0.16965296862294502
0.52, 0.16956351787218213
0.53, 0.1694756530823016
0.54, 0.16938935733897217
0.55, 0.16930461342696218
0.56, 0.16922140385516046
0.57, 0.16913971088091972
0.58, 0.16905951653370915
0.59, 0.16898080263807008
0.6, 0.16890355083586492
0.61, 0.16882774260781877
0.62, 0.1687533592943481
0.63, 0.16868038211567657
0.64, 0.1686087921912402
0.65, 0.16853857055838198
0.66, 0.16846969819034235
0.67, 0.16840215601354866
0.68, 0.168335924924212
0.69, 0.16827098580423797
0.7, 0.16820731953646006
0.71, 0.16814490701920623
0.72, 0.16808372918020886
0.73, 0.16802376698986918
0.74, 0.1679650014738879
0.75, 0.16790741372527676
0.76, 0.16785098491576098
0.77, 0.1677956963065894
0.78, 0.16774152925876465
0.79, 0.1676884652427083
0.8, 0.16763648584737584
0.81, 0.16758557278883612
0.82, 0.1675357079183311
0.83, 0.16748687322983008
0.84, 0.16743905086709485
0.85, 0.16739222313027086
0.86, 0.1673463724820186
0.87, 0.16730148155320235
0.88, 0.16725753314815064
0.89, 0.16721451024950282
0.9, 0.16717239602265854
0.91, 0.16713117381984294
0.92, 0.16709082718380358
0.93, 0.16705133985115336
0.94, 0.16701269575537286
0.95, 0.16697487902948657
0.96, 0.16693787400842697
0.97, 0.16690166523109948
0.98, 0.16686623744216134
0.99, 0.16683157559352715
